sp1	sp2	true	method	dist	clade	portion
G001870225	G001784485	198.7592326	D2star	224.5423001419732	14	queries
G000252485	G001829415	259.8173545	D2star	331.76245633093924	14	queries
G000635715	G001586755	221.76642084	D2star	153.29197686292966	14	queries
G000018945	G000691685	233.60577911	D2star	171.04216685670187	14	queries
G000252485	G000195975	142.73487446	D2star	253.75566311556332	14	queries
G000300115	G000025125	110.41129426	D2star	165.25808076931466	14	queries
G001508115	G001904715	263.08450149	D2star	192.16374404505615	14	queries
G001548375	G001508955	262.66009074	D2star	266.5906734034001	14	queries
G001508115	G000244815	266.50849405	D2star	200.59411419084023	14	queries
G000252485	G001829425	265.25376267	D2star	276.75961717581924	14	queries
G000317125	G000317145	67.46051939	D2star	98.93663274337484	14	queries
G001632145	G000737595	44.75991062	D2star	60.398047789302346	14	queries
G001772335	G002017915	239.74930765000005	D2star	253.7990323482628	14	queries
G001870225	G000317265	102.92541151	D2star	203.91680610660188	14	queries
G001870225	G000952155	99.80222362	D2star	263.7861296888369	14	queries
G000934435	G002010365	258.31808959	D2star	323.91719039473173	14	queries
G001772335	G000312185	230.86722439000005	D2star	210.87338320433687	14	queries
G001870225	G000214355	252.66575761	D2star	178.50395747219866	14	queries
G001007625	G001899365	236.52289923	D2star	260.3455038946821	14	queries
G900104395	G001896565	251.81862160000003	D2star	189.4375692948446	14	queries
G000757865	G001778455	291.00171104000003	D2star	206.2785271293919	14	queries
G900104395	G000760695	260.25299198000005	D2star	209.96719450003823	14	queries
G000437435	G001604275	262.42729893	D2star	299.37096555058554	14	queries
G002018045	G001604445	287.07088276	D2star	166.68774372093273	14	queries
G001870905	G000007325	257.77691751000003	D2star	259.8463772867729	14	queries
G000317085	G000317555	94.44881224000002	D2star	113.06663310234195	14	queries
G001007625	G002010355	257.92283067	D2star	274.0775725220387	14	queries
G000153065	G000737535	39.66147922	D2star	37.389300287537566	14	queries
G000767275	G001517915	247.16840516	D2star	245.63420364479632	14	queries
G001829155	G000155555	257.07612783	D2star	214.40911696493785	14	queries
G001508115	G000172975	250.44329215	D2star	223.6505678485744	14	queries
G000195275	G000501215	227.27039356	D2star	160.91735318071375	14	queries
G000317125	G000021645	226.24157898	D2star	318.43668893624056	14	queries
G001632145	G001604445	287.22098786	D2star	231.7020278560371	14	queries
G001632145	G001904635	140.19446236000002	D2star	238.52545380074756	14	queries
G000195275	G001899315	273.77238517	D2star	180.49209440278835	14	queries
G000767275	G000018105	238.04211287	D2star	212.3563066171648	14	queries
G001548375	G000759855	203.46407384	D2star	183.97989374830044	14	queries
G000018945	G000332255	253.17376822	D2star	317.410283762354	14	queries
G000230655	G000008185	266.73876455999994	D2star	261.2235406409127	14	queries
G000092565	G000502095	264.57099411	D2star	204.3322377040385	14	queries
G001771345	G001899335	213.69315194	D2star	201.99410345692712	14	queries
G000317125	G001318385	85.88765121999998	D2star	177.81841925005503	14	queries
G900104395	G001548435	253.48740385000005	D2star	291.0083122769112	14	queries
G002018045	G000312165	150.49374590000002	D2star	274.44354797692336	14	queries
G001568365	G000022045	254.89387112000003	D2star	301.654317609024	14	queries
G000437435	G000011385	191.90464099	D2star	234.8063518808385	14	queries
G000437435	G000018605	264.80425269	D2star	137.3047081352027	14	queries
G001829155	G000147715	252.85486411	D2star	179.71753512405115	14	queries
G001521855	G000204075	86.40949119999999	D2star	104.20104890210044	14	queries
G001870225	G000501915	279.58793107	D2star	234.70515700453976	14	queries
G000635715	G001604385	351.67777411	D2star	268.45631127320723	14	queries
G900104395	G001902575	148.29840713000002	D2star	170.67847399301192	14	queries
G001870905	G000153045	128.55617705000003	D2star	286.5230205793122	14	queries
G001521855	G000165505	241.58897299000003	D2star	269.2171750047761	14	queries
G001632145	G000212395	273.51383865	D2star	171.8654214142595	14	queries
G002018045	G000691745	272.94049347000004	D2star	249.1920024536128	14	queries
G001568365	G000317065	259.02634193	D2star	339.7378299652451	14	queries
G000934435	G900047545	149.8366582	D2star	263.6050441207236	14	queries
G000437435	G000760175	273.51655653	D2star	118.67191621281046	14	queries
G001039615	G000523535	309.48405278	D2star	178.40580605082624	14	queries
G002018045	G000568735	309.55569081	D2star	226.2846780872661	14	queries
G000767275	G900111035	280.16103511999995	D2star	147.37017444012844	14	queries
G000252485	G000464455	296.0665309	D2star	346.5901687317551	14	queries
G000008545	G002010385	226.68152359	D2star	173.3087799130458	14	queries
G000437435	G000402295	233.63849589	D2star	208.38003275598533	14	queries
G000317085	G900156105	276.07198371	D2star	307.44677319745847	14	queries
G001870225	G001631985	124.52208598	D2star	257.3187879705008	14	queries
G002018045	G000015965	151.47888424	D2star	202.75192373356975	14	queries
G000300115	G000284215	87.84957488999999	D2star	130.3892176789724	14	queries
G001870225	G000023905	230.26942999	D2star	236.04732062702743	14	queries
G001548375	G000244755	276.93697938	D2star	333.4865735466745	14	queries
G000757865	G001632165	79.34335453	D2star	168.185884408392	14	queries
G000300115	G000312265	88.62254719999999	D2star	128.81955580074566	14	queries
G000008545	G000332155	241.79507148	D2star	321.04645153552207	14	queries
G001521855	G000635575	215.26064641	D2star	209.5137197160232	14	queries
G001548375	G000025105	250.38383282	D2star	343.3481283715398	14	queries
G001548375	G001829455	250.05900592000003	D2star	339.27978999884056	14	queries
G000934435	G001698445	91.7285385	D2star	150.00048036016233	14	queries
G000757865	G000426705	321.41002398	D2star	117.535946661578	14	queries
G000635715	G001786505	288.75544835	D2star	109.62752903565024	14	queries
G001548375	G001508055	269.02872279	D2star	222.40122960133812	14	queries
G000501615	G000756305	301.87774673	D2star	235.42493409460403	14	queries
G000018945	G001784615	215.12305787	D2star	249.33732742634243	14	queries
G001603165	G000332335	259.98966062	D2star	246.0930044749324	14	queries
G000230655	G900107215	227.1704199	D2star	200.8718294528629	14	queries
G000153065	G001771465	232.28124544	D2star	245.2735542360326	14	queries
G000767275	G001829375	254.51131461999995	us	240.2974	14	queries
G001632145	G000217815	274.93069567	us	268.8491	14	queries
G001521855	G000737575	145.78513671000002	us	145.04323	14	queries
G000437435	G000022045	206.44331429	us	171.2833	14	queries
G001632145	G000015965	93.20231632	us	93.81983	14	queries
G000934435	G001039265	151.07595347	us	145.98302	14	queries
G001007625	G001508975	266.20284529	us	286.20535	14	queries
G001508115	G000312265	273.89647318000004	us	271.43488	14	queries
G001870225	G001784485	198.7592326	us	207.29121	14	queries
G000252485	G001829415	259.8173545	us	260.57416	14	queries
G000635715	G001586755	221.76642084	us	218.24997	14	queries
G000018945	G000691685	233.60577911	us	235.46222	14	queries
G000252485	G000195975	142.73487446	us	144.67194	14	queries
G000300115	G000025125	110.41129426	us	115.29477	14	queries
G001508115	G001904715	263.08450149	us	269.75183	14	queries
G001548375	G001508955	262.66009074	us	262.93588	14	queries
G001508115	G000244815	266.50849405	us	264.01328	14	queries
G000252485	G001829425	265.25376267	us	266.8434	14	queries
G000317125	G000317145	67.46051939	us	47.13983	14	queries
G001632145	G000737595	44.75991062	us	42.535015	14	queries
G001772335	G002017915	239.74930765000005	us	206.99269	14	queries
G001870225	G000317265	102.92541151	us	126.17602	14	queries
G001870225	G000952155	99.80222362	us	118.67491	14	queries
G000934435	G002010365	258.31808959	us	248.33797	14	queries
G001772335	G000312185	230.86722439000005	us	204.06	14	queries
G001870225	G000214355	252.66575761	us	267.59003	14	queries
G001007625	G001899365	236.52289923	us	245.77948	14	queries
G900104395	G001896565	251.81862160000003	us	247.87976	14	queries
G000757865	G001778455	291.00171104000003	us	296.52765	14	queries
G900104395	G000760695	260.25299198000005	us	258.8102	14	queries
G000437435	G001604275	262.42729893	us	223.88779	14	queries
G002018045	G001604445	287.07088276	us	286.2313	14	queries
G001870905	G000007325	257.77691751000003	us	233.66075	14	queries
G000317085	G000317555	94.44881224000002	us	83.19976	14	queries
G001007625	G002010355	257.92283067	us	247.64397	14	queries
G000153065	G000737535	39.66147922	us	49.434742	14	queries
G000767275	G001517915	247.16840516	us	227.3091	14	queries
G001829155	G000155555	257.07612783	us	330.26743	14	queries
G001508115	G000172975	250.44329215	us	236.16733	14	queries
G000195275	G000501215	227.27039356	us	247.13232	14	queries
G000317125	G000021645	226.24157898	us	227.86057	14	queries
G001632145	G001604445	287.22098786	us	275.47992	14	queries
G001632145	G001904635	140.19446236000002	us	135.09439	14	queries
G000195275	G001899315	273.77238517	us	271.97903	14	queries
G000767275	G000018105	238.04211287	us	222.51184	14	queries
G001548375	G000759855	203.46407384	us	201.9359	14	queries
G000018945	G000332255	253.17376822	us	256.84006	14	queries
G000230655	G000008185	266.73876455999994	us	265.39917	14	queries
G000092565	G000502095	264.57099411	us	271.3355	14	queries
G001771345	G001899335	213.69315194	us	191.25653	14	queries
G000317125	G001318385	85.88765121999998	us	76.0846	14	queries
G900104395	G001548435	253.48740385000005	us	255.06934	14	queries
G002018045	G000312165	150.49374590000002	us	150.25824	14	queries
G001568365	G000022045	254.89387112000003	us	253.24327	14	queries
G000437435	G000011385	191.90464099	us	156.99817	14	queries
G000437435	G000018605	264.80425269	us	229.37077	14	queries
G001829155	G000147715	252.85486411	us	332.65793	14	queries
G001521855	G000204075	86.40949119999999	us	86.208015	14	queries
G001870225	G000501915	279.58793107	us	298.71274	14	queries
G000635715	G001604385	351.67777411	us	347.59082	14	queries
G900104395	G001902575	148.29840713000002	us	145.33925	14	queries
G001870905	G000153045	128.55617705000003	us	160.48041	14	queries
G001521855	G000165505	241.58897299000003	us	234.11621	14	queries
G001632145	G000212395	273.51383865	us	268.5068	14	queries
G002018045	G000691745	272.94049347000004	us	277.0523	14	queries
G001568365	G000317065	259.02634193	us	259.09973	14	queries
G000934435	G900047545	149.8366582	us	147.56795	14	queries
G000437435	G000760175	273.51655653	us	241.88188	14	queries
G001039615	G000523535	309.48405278	us	315.59778	14	queries
G002018045	G000568735	309.55569081	us	317.56006	14	queries
G000767275	G900111035	280.16103511999995	us	241.78035	14	queries
G000252485	G000464455	296.0665309	us	300.02878	14	queries
G000008545	G002010385	226.68152359	us	226.41737	14	queries
G000437435	G000402295	233.63849589	us	207.20586	14	queries
G000317085	G900156105	276.07198371	us	290.23404	14	queries
G001870225	G001631985	124.52208598	us	185.04811	14	queries
G002018045	G000015965	151.47888424	us	148.18456	14	queries
G000300115	G000284215	87.84957488999999	us	92.5878	14	queries
G001870225	G000023905	230.26942999	us	245.69057	14	queries
G001548375	G000244755	276.93697938	us	288.229	14	queries
G000757865	G001632165	79.34335453	us	77.69455	14	queries
G000300115	G000312265	88.62254719999999	us	93.89094	14	queries
G000008545	G000332155	241.79507148	us	241.02707	14	queries
G001521855	G000635575	215.26064641	us	211.79274	14	queries
G001548375	G000025105	250.38383282	us	257.10898	14	queries
G001548375	G001829455	250.05900592000003	us	258.60782	14	queries
G000934435	G001698445	91.7285385	us	92.22947	14	queries
G000757865	G000426705	321.41002398	us	322.94623	14	queries
G000635715	G001786505	288.75544835	us	287.1928	14	queries
G001548375	G001508055	269.02872279	us	276.55225	14	queries
G000501615	G000756305	301.87774673	us	302.59262	14	queries
G000018945	G001784615	215.12305787	us	216.67305	14	queries
G001603165	G000332335	259.98966062	us	291.29257	14	queries
G000230655	G900107215	227.1704199	us	232.26952	14	queries
G000153065	G001771465	232.28124544	us	246.16718	14	queries
G001800745	G000246985	219.67098715000003	D2star	282.4521583265295	13	backbone
G001560375	G000007305	250.60967553	D2star	77.20238526312286	13	backbone
G001577555	G000824705	239.09085545	D2star	117.1996257085594	13	backbone
G001856825	G001315945	240.24132379	D2star	176.94357033299696	13	backbone
G000979745	G001560645	263.16896073	D2star	166.83430184888206	13	backbone
G001595875	G001316285	267.2295379	D2star	280.03777990505023	13	backbone
G000011005	G001587575	217.04099269	D2star	244.9000407263385	13	backbone
G001748385	G000960885	118.78771437	D2star	234.84912390365744	13	backbone
G001896715	G001437625	275.61603802	D2star	275.78626530423327	13	backbone
G000245235	G001516705	197.08750158000004	D2star	208.9936909534708	13	backbone
G001593925	G001443365	199.95376139	D2star	275.0659673759957	13	backbone
G001516725	G001559985	190.38490067	D2star	208.61597374719983	13	backbone
G000024305	G000007305	253.53495066	D2star	72.07308599191883	13	backbone
G000304355	G000621965	232.63428866	D2star	253.19225102214676	13	backbone
G000214725	G000375685	248.57657386	D2star	118.7098670964234	13	backbone
G000190155	G000025665	234.30050206	D2star	173.55666422095302	13	backbone
G000789255	G001560485	268.29639493	D2star	163.30810467406044	13	backbone
G000223395	G000190095	282.79665231	D2star	319.0129251195642	13	backbone
G001515905	G000447865	288.20004943	D2star	346.89498028944377	13	backbone
G000017945	G001918315	256.65724511	D2star	208.43589926514045	13	backbone
G001593865	G000685155	207.31459784	D2star	267.4218997281573	13	backbone
G000949015	G000022365	265.6958688	D2star	251.50507233832195	13	backbone
G001918765	G001560115	242.87020507	D2star	222.9334636639711	13	backbone
G000969985	G000211475	242.39860528	D2star	152.00921522135803	13	backbone
G001800825	G001560685	263.29566599	D2star	296.61718099890896	13	backbone
G000190135	G001896725	237.49192633	D2star	141.63579566774135	13	backbone
G001629155	G001316125	320.64773663	D2star	283.7628746785228	13	backbone
G000008265	G000018465	290.62253211	D2star	232.7854828880012	13	backbone
G000746205	G000011005	211.04189079	D2star	198.73948447160072	13	backbone
G001800755	G001481685	260.93135978	D2star	239.0253460381081	13	backbone
G000725425	G000953115	223.21243975	D2star	214.1938906305031	13	backbone
G001437625	G000234805	276.40430229000003	D2star	291.1754179922848	13	backbone
G000022205	G001560315	297.32085497	D2star	358.1204595874391	13	backbone
G001316045	G000969965	282.74551704	D2star	161.0844671673758	13	backbone
G000402355	G000812185	269.93057731	D2star	181.04136281498276	13	backbone
G000172995	G002011235	218.91836222	D2star	304.6226524853056	13	backbone
G000746765	G000204415	260.03967382	D2star	185.83623804807644	13	backbone
G001587605	G001593865	208.62816656	D2star	283.89589136910325	13	backbone
G002010125	G000007345	187.54641715	D2star	82.89700546929384	13	backbone
G002010285	G000258425	254.04518755	D2star	100.74257487254587	13	backbone
G001627095	G000363885	251.8584786	D2star	183.2781765032815	13	backbone
G001595875	G001647085	229.41007667	D2star	200.73912689084568	13	backbone
G000007345	G000179575	204.90026668	D2star	159.45877733108347	13	backbone
G001723855	G000755245	226.62704172	D2star	315.4377878416045	13	backbone
G000337035	G001919285	269.53707859	D2star	210.092333525199	13	backbone
G000960885	G000069025	275.35067557	D2star	276.7349503804486	13	backbone
G000739595	G001729395	265.75243142	D2star	336.10117779861525	13	backbone
G001577555	G900129775	218.3679785	D2star	351.4200575180583	13	backbone
G000337575	G000979755	225.82740101	D2star	333.2300250811805	13	backbone
G001674955	G000979745	258.39551242	D2star	155.46388455313166	13	backbone
G000513315	G000234805	266.55964338	D2star	250.36250916121335	13	backbone
G000245195	G000245135	1.7518823499999998	D2star	0.6158402975870791	13	backbone
G000762265	G001516705	266.00608614	D2star	236.8694717511531	13	backbone
G001316085	G000979575	278.34740292	D2star	171.11969805956386	13	backbone
G000251105	G000979855	145.83676662	D2star	188.28010601888252	13	backbone
G000022425	G000235685	283.40205639	D2star	246.094053755464	13	backbone
G000009965	G001940705	212.28574482	D2star	179.99040547195315	13	backbone
G001560315	G000147875	274.10762752	D2star	248.2034976881598	13	backbone
G001587695	G001723845	210.66857485	D2star	153.95427060248738	13	backbone
G000018485	G000812185	270.40850177	D2star	99.15515870665642	13	backbone
G000025505	G000022385	261.56315892	D2star	161.81731384000776	13	backbone
G001587605	G900095815	221.2291393	D2star	173.98708615368034	13	backbone
G000246735	G000416005	297.18398447	D2star	137.9445825041336	13	backbone
G001316285	G000496215	296.31579666999994	D2star	346.09750758318074	13	backbone
G001515215	G000496215	241.31962039	D2star	299.00520705716	13	backbone
G000015205	G001316305	280.37852636	D2star	260.1800193381589	13	backbone
G001627075	G001189275	268.281375	D2star	289.0063675237157	13	backbone
G001560455	G001273385	242.50653605	D2star	164.89614827716963	13	backbone
G000063445	G000337695	216.83104947	D2star	208.45409494451232	13	backbone
G001766815	G000970245	150.29711885	D2star	164.34400352381678	13	backbone
G001639275	G001560455	286.97692508	D2star	178.32895171413688	13	backbone
G000979105	G000953115	217.63459241	D2star	132.44446783607555	13	backbone
G002011395	G000231015	272.6985935	D2star	207.7243854579789	13	backbone
G000007185	G000416025	239.69827559	D2star	140.6482094839034	13	backbone
G000189555	G000317795	199.07249666	D2star	102.72464904963866	13	backbone
G000402095	G000022445	212.38383403	D2star	110.0888796974823	13	backbone
G001316005	G001768965	231.71689934	D2star	340.83707393305536	13	backbone
G000970305	G001663375	258.18076094	D2star	319.66169520475387	13	backbone
G001873845	G000979815	204.76608637	D2star	107.77802841725668	13	backbone
G000495715	G001577775	268.19907502	D2star	147.4628051272731	13	backbone
G001560165	G001775965	233.07336918999997	D2star	193.31027020937097	13	backbone
G001477655	G000221185	247.90750079000003	D2star	243.7367721209792	13	backbone
G000404165	G001509255	241.54703885	D2star	254.33104957593704	13	backbone
G001726015	G000340315	268.45229924999995	D2star	190.8689119874437	13	backbone
G000013725	G001421175	210.64431656	D2star	128.66917808502544	13	backbone
G000022205	G000970285	222.88984879	D2star	325.8570103122607	13	backbone
G001914405	G000204585	249.57005087	D2star	156.10512539168462	13	backbone
G000246985	G000175555	248.08559876	D2star	104.65841056081308	13	backbone
G001560085	G000243315	83.74458843	D2star	81.34723553658755	13	backbone
G000496195	G000585495	256.28430006	D2star	212.08319182336788	13	backbone
G000214725	G000446015	246.18866094	D2star	197.3528482160214	13	backbone
G000970285	G000762265	215.1644177	D2star	138.72887902878253	13	backbone
G001587715	G000166095	209.77753726	D2star	74.72840030577026	13	backbone
G001639275	G001917995	259.00254737	D2star	131.46064627555594	13	backbone
G001508065	G000376965	218.40521852	D2star	92.13225390634	13	backbone
G001800745	G000246985	219.67098715000003	us	222.87502	13	backbone
G001560375	G000007305	250.60967553	us	249.46558	13	backbone
G001577555	G000824705	239.09085545	us	238.33337	13	backbone
G001856825	G001315945	240.24132379	us	235.89368	13	backbone
G000979745	G001560645	263.16896073	us	264.6506	13	backbone
G001595875	G001316285	267.2295379	us	267.12186	13	backbone
G000011005	G001587575	217.04099269	us	217.7601	13	backbone
G001748385	G000960885	118.78771437	us	119.380196	13	backbone
G001896715	G001437625	275.61603802	us	271.61578	13	backbone
G000245235	G001516705	197.08750158000004	us	192.76198	13	backbone
G001593925	G001443365	199.95376139	us	199.35706	13	backbone
G001516725	G001559985	190.38490067	us	189.90987	13	backbone
G000024305	G000007305	253.53495066	us	253.8844	13	backbone
G000304355	G000621965	232.63428866	us	233.1838	13	backbone
G000214725	G000375685	248.57657386	us	253.25302	13	backbone
G000190155	G000025665	234.30050206	us	236.83635	13	backbone
G000789255	G001560485	268.29639493	us	270.1571	13	backbone
G000223395	G000190095	282.79665231	us	281.76044	13	backbone
G001515905	G000447865	288.20004943	us	289.14313	13	backbone
G000017945	G001918315	256.65724511	us	260.15292	13	backbone
G001593865	G000685155	207.31459784	us	214.39973	13	backbone
G000949015	G000022365	265.6958688	us	265.14487	13	backbone
G001918765	G001560115	242.87020507	us	245.71591	13	backbone
G000969985	G000211475	242.39860528	us	241.86652	13	backbone
G001800825	G001560685	263.29566599	us	266.82327	13	backbone
G000190135	G001896725	237.49192633	us	233.9169	13	backbone
G001629155	G001316125	320.64773663	us	315.26382	13	backbone
G000008265	G000018465	290.62253211	us	294.6645	13	backbone
G000746205	G000011005	211.04189079	us	214.89703	13	backbone
G001800755	G001481685	260.93135978	us	267.99646	13	backbone
G000725425	G000953115	223.21243975	us	224.2165	13	backbone
G001437625	G000234805	276.40430229000003	us	276.5907	13	backbone
G000022205	G001560315	297.32085497	us	299.43115	13	backbone
G001316045	G000969965	282.74551704	us	282.56274	13	backbone
G000402355	G000812185	269.93057731	us	273.16696	13	backbone
G000172995	G002011235	218.91836222	us	217.3118	13	backbone
G000746765	G000204415	260.03967382	us	260.28955	13	backbone
G001587605	G001593865	208.62816656	us	206.30522	13	backbone
G002010125	G000007345	187.54641715	us	190.6974	13	backbone
G002010285	G000258425	254.04518755	us	261.93173	13	backbone
G001627095	G000363885	251.8584786	us	252.57047	13	backbone
G001595875	G001647085	229.41007667	us	220.05267	13	backbone
G000007345	G000179575	204.90026668	us	203.77975	13	backbone
G001723855	G000755245	226.62704172	us	228.28693	13	backbone
G000337035	G001919285	269.53707859	us	269.0696	13	backbone
G000960885	G000069025	275.35067557	us	271.32358	13	backbone
G000739595	G001729395	265.75243142	us	268.13376	13	backbone
G001577555	G900129775	218.3679785	us	216.82657	13	backbone
G000337575	G000979755	225.82740101	us	223.8733	13	backbone
G001674955	G000979745	258.39551242	us	258.3851	13	backbone
G000513315	G000234805	266.55964338	us	264.50232	13	backbone
G000245195	G000245135	1.7518823499999998	us	1.8341075	13	backbone
G000762265	G001516705	266.00608614	us	261.80038	13	backbone
G001316085	G000979575	278.34740292	us	280.35507	13	backbone
G000251105	G000979855	145.83676662	us	146.21439	13	backbone
G000022425	G000235685	283.40205639	us	282.94095	13	backbone
G000009965	G001940705	212.28574482	us	212.78218	13	backbone
G001560315	G000147875	274.10762752	us	274.12885	13	backbone
G001587695	G001723845	210.66857485	us	207.47217	13	backbone
G000018485	G000812185	270.40850177	us	268.79297	13	backbone
G000025505	G000022385	261.56315892	us	262.11044	13	backbone
G001587605	G900095815	221.2291393	us	222.00632	13	backbone
G000246735	G000416005	297.18398447	us	298.7211	13	backbone
G001316285	G000496215	296.31579666999994	us	295.17114	13	backbone
G001515215	G000496215	241.31962039	us	245.19405	13	backbone
G000015205	G001316305	280.37852636	us	281.62592	13	backbone
G001627075	G001189275	268.281375	us	270.37592	13	backbone
G001560455	G001273385	242.50653605	us	240.64404	13	backbone
G000063445	G000337695	216.83104947	us	219.5983	13	backbone
G001766815	G000970245	150.29711885	us	149.72058	13	backbone
G001639275	G001560455	286.97692508	us	287.16403	13	backbone
G000979105	G000953115	217.63459241	us	217.66618	13	backbone
G002011395	G000231015	272.6985935	us	272.7032	13	backbone
G000007185	G000416025	239.69827559	us	243.07532	13	backbone
G000189555	G000317795	199.07249666	us	200.73091	13	backbone
G000402095	G000022445	212.38383403	us	213.54034	13	backbone
G001316005	G001768965	231.71689934	us	220.40855	13	backbone
G000970305	G001663375	258.18076094	us	255.08337	13	backbone
G001873845	G000979815	204.76608637	us	205.36678	13	backbone
G000495715	G001577775	268.19907502	us	267.69354	13	backbone
G001560165	G001775965	233.07336918999997	us	233.82085	13	backbone
G001477655	G000221185	247.90750079000003	us	245.16356	13	backbone
G000404165	G001509255	241.54703885	us	237.06694	13	backbone
G001726015	G000340315	268.45229924999995	us	267.85474	13	backbone
G000013725	G001421175	210.64431656	us	211.54604	13	backbone
G000022205	G000970285	222.88984879	us	224.71674	13	backbone
G001914405	G000204585	249.57005087	us	249.77356	13	backbone
G000246985	G000175555	248.08559876	us	247.88866	13	backbone
G001560085	G000243315	83.74458843	us	82.165726	13	backbone
G000496195	G000585495	256.28430006	us	255.35655	13	backbone
G000214725	G000446015	246.18866094	us	246.07193	13	backbone
G000970285	G000762265	215.1644177	us	216.81592	13	backbone
G001587715	G000166095	209.77753726	us	209.97029	13	backbone
G001639275	G001917995	259.00254737	us	264.24588	13	backbone
G001508065	G000376965	218.40521852	us	219.27878	13	backbone
G001717035	G001266655	247.38265853	D2star	200.7730085007105	13	queries
G000404225	G900025055	215.73587411	D2star	186.0075284090598	13	queries
G001560635	G000341715	264.0039773	D2star	165.85173516280187	13	queries
G001629235	G001917505	291.11040925	D2star	172.7805243801604	13	queries
G001920395	G001560485	248.69848979999995	D2star	200.2861172182085	13	queries
G000970025	G000024745	273.51151284	D2star	192.4826805165614	13	queries
G001305655	G000337815	90.62389884	D2star	51.15232128737933	13	queries
G001918475	G000230735	271.39062827	D2star	348.6342362625053	13	queries
G000969905	G000979575	35.50596169	D2star	11.418290755614974	13	queries
G000970025	G000517625	224.09699648	D2star	327.98841454764664	13	queries
G000245175	G900110215	291.54120034	D2star	362.19566432951495	13	queries
G000970025	G000022485	273.33834046999993	D2star	193.35230850309213	13	queries
G001563795	G001560135	302.30974428	D2star	389.2896583514272	13	queries
G000008665	G001629185	253.49298627	D2star	153.44792876617404	13	queries
G001512375	G001508175	239.56668934	D2star	229.7656275494929	13	queries
G000969905	G001516725	262.37348443	D2star	324.1365774557908	13	queries
G000691865	G001729285	220.13958731	D2star	270.89727448818167	13	queries
G000008665	G000430485	218.37199571	D2star	65.15245345841663	13	queries
G000404225	G000025865	206.25219736	D2star	92.7383582605887	13	queries
G001918475	G001560485	247.07337507	D2star	200.4586624536312	13	queries
G001563795	G001560515	301.7051187	D2star	389.12276005098187	13	queries
G000691865	G000008645	218.6549068	D2star	235.21680211441287	13	queries
G001940755	G001577565	241.13742268	D2star	144.65565100624963	13	queries
G000722915	G000800805	278.74190257000004	D2star	229.7442946840225	13	queries
G001315985	G000739575	287.53226613999993	D2star	359.0026363183642	13	queries
G000969905	G000327505	210.00496559	D2star	120.21571642374934	13	queries
G001282785	G000015825	229.00298953	D2star	106.3537459284942	13	queries
G000691865	G900095815	212.78134377	D2star	238.7222938609837	13	queries
G000724145	G001800795	264.25345506	D2star	310.08763066905937	13	queries
G000376445	G000015765	222.27346432	D2star	192.6213441421193	13	queries
G000969905	G001871475	229.37217964	D2star	103.18393309447306	13	queries
G000724145	G001593935	213.05803015	D2star	288.5238683017517	13	queries
G001282785	G000025325	94.8390165	D2star	29.535540475005376	13	queries
G900100715	G900100875	214.78973733	D2star	333.54186137938086	13	queries
G001512375	G001462395	271.39618571999995	D2star	237.74662898432047	13	queries
G001918745	G000337815	258.93295143	D2star	204.20948215311228	13	queries
G000376445	G000970325	208.43753994	D2star	299.8999325324796	13	queries
G000376445	G001560605	284.97420335	D2star	363.2359552398093	13	queries
G000376445	G002011125	207.96969536	D2star	345.6495174083013	13	queries
G000416085	G000375685	281.02320627999995	D2star	363.5597128451843	13	queries
G000336915	G000015225	260.60076987	D2star	241.01494946183752	13	queries
G001560635	G001748385	183.43760113	D2star	208.60467987724493	13	queries
G000336655	G000960885	293.49236695	D2star	274.7754639432657	13	queries
G001315985	G000166095	241.75504489	D2star	287.6109471470604	13	queries
G000970125	G001316025	265.94743088	D2star	307.899129646679	13	queries
G000245175	G000023985	253.65552406	D2star	108.45001367957587	13	queries
G001560635	G001560765	1.29916792	D2star	0.1540289356316339	13	queries
G000337675	G001628475	282.00610809	D2star	273.36059301279903	13	queries
G001512375	G000968435	278.8459577	D2star	260.41468085833384	13	queries
G001875345	G001587655	240.58616534	D2star	88.0068541866866	13	queries
G001875345	G000245115	280.86348579	D2star	154.65762772579254	13	queries
G001512375	G000765475	177.16901511999998	D2star	137.89940702431383	13	queries
G000691865	G001628485	266.59959469	D2star	206.2888090992616	13	queries
G001920395	G000698785	98.6916387	D2star	133.1465700849413	13	queries
G001316245	G000016605	203.21933035	D2star	197.77950552543044	13	queries
G001316245	G000223905	291.49247525	D2star	354.2491719417719	13	queries
G000336915	G900106905	217.36380096	D2star	347.1252497490807	13	queries
G000416085	G001560485	301.10421258	D2star	359.9801835066866	13	queries
G001316245	G000172995	282.62569553000003	D2star	365.7701741702549	13	queries
G000336655	G900129775	89.71618622	D2star	34.50208253141427	13	queries
G000979995	G000234805	263.64773103	D2star	269.42781651959945	13	queries
G001512375	G000012285	274.63625007	D2star	243.46446436762105	13	queries
G000979995	G000979575	2.38451358	D2star	1.8975897554576056	13	queries
G001742785	G000092305	185.77085045	D2star	297.4918284831975	13	queries
G900100715	G000430905	180.1050451	D2star	159.60057814274	13	queries
G001940755	G001560525	270.31009641	D2star	130.46490340786164	13	queries
G000337675	G000969945	227.33217047	D2star	329.4635194512064	13	queries
G000008665	G000364745	263.4693999	D2star	156.57758561813316	13	queries
G000336655	G001560195	301.71112848	D2star	356.1095232982392	13	queries
G000337475	G000337755	98.8133584	D2star	48.9310680421296	13	queries
