genome count pl_error ratio cond
G900538475 10183 1 0.1267 depp_16
G900538805 10183 0 0.1266 depp_16
G900538925 10183 0 0.1266 depp_16
G900539295 10183 0 0.1266 depp_16
G900539315 10183 0 0.1266 depp_16
G900539325 10183 1 0.1267 depp_16
G900539375 10183 1 0.1267 depp_16
G900539525 10183 1 0.1267 depp_16
G900539705 10183 0 0.1266 depp_16
G900539755 10183 1 0.1267 depp_16
G900539835 10183 0 0.1266 depp_16
G900539945 10183 0 0.1266 depp_16
G900540005 10183 0 0.1266 depp_16
G900540375 10183 1 0.1267 depp_16
G900540455 10183 1 0.1267 depp_16
G900540665 10183 1 0.1267 depp_16
G900540685 10183 1 0.1267 depp_16
G900540735 10183 1 0.1267 depp_16
G900541275 10183 0 0.1266 depp_16
G900541415 10183 1 0.1267 depp_16
G900541585 10183 0 0.1266 depp_16
G900541775 10183 5 0.1271 depp_16
G900541895 10183 0 0.1266 depp_16
G900541915 10183 0 0.1266 depp_16
G900542505 10183 1 0.1267 depp_16
G900542525 10183 0 0.1266 depp_16
G900542795 10183 1 0.1267 depp_16
G900542835 10183 1 0.1267 depp_16
G900542875 10183 1 0.1267 depp_16
G900543155 10183 1 0.1267 depp_16
G900543315 10183 1 0.1267 depp_16
G900543365 10183 0 0.1266 depp_16
G900543425 10183 0 0.1266 depp_16
G900543445 10183 2 0.1268 depp_16
G900543485 10183 1 0.1267 depp_16
G900543715 10183 1 0.1267 depp_16
G900544025 10183 1 0.1267 depp_16
G900544075 10183 1 0.1267 depp_16
G900544175 10183 0 0.1266 depp_16
G900544195 10183 1 0.1267 depp_16
G900544275 10183 0 0.1266 depp_16
G900544285 10183 0 0.1266 depp_16
G900544365 10183 0 0.1266 depp_16
G900544475 10183 0 0.1266 depp_16
G900544795 10183 0 0.1266 depp_16
G900544885 10183 0 0.1266 depp_16
G900544955 10183 1 0.1267 depp_16
G900545025 10183 0 0.1266 depp_16
G900545315 10183 1 0.1267 depp_16
G900545365 10183 3 0.1269 depp_16
G900545535 10183 0 0.1266 depp_16
G900545725 10183 0 0.1266 depp_16
G900545775 10183 1 0.1267 depp_16
G900546005 10183 1 0.1267 depp_16
G900546095 10183 2 0.1268 depp_16
G900546355 10183 0 0.1266 depp_16
G900546435 10183 4 0.127 depp_16
G900546665 10183 1 0.1267 depp_16
G900546675 10183 0 0.1266 depp_16
G900547815 10183 0 0.1266 depp_16
G900548215 10183 2 0.1268 depp_16
G900548315 10183 0 0.1266 depp_16
G900548345 10183 0 0.1266 depp_16
G900548415 10183 0 0.1266 depp_16
G900548535 10183 1 0.1267 depp_16
G900548585 10183 3 0.1269 depp_16
G900548635 10183 1 0.1267 depp_16
G900548825 10183 1 0.1267 depp_16
G900549585 10183 1 0.1267 depp_16
G900549875 10183 0 0.1266 depp_16
G900549895 10183 2 0.1268 depp_16
G900550175 10183 1 0.1267 depp_16
G900550345 10183 1 0.1267 depp_16
G900550455 10183 1 0.1267 depp_16
G900550635 10183 0 0.1266 depp_16
G900550755 10183 0 0.1266 depp_16
G900550815 10183 1 0.1267 depp_16
G900550865 10183 1 0.1267 depp_16
G900551055 10183 1 0.1267 depp_16
G900551225 10183 1 0.1267 depp_16
G900551435 10183 1 0.1267 depp_16
G900551465 10183 1 0.1267 depp_16
G900551665 10183 0 0.1266 depp_16
G900551745 10183 0 0.1266 depp_16
G900551755 10183 0 0.1266 depp_16
G900552005 10183 0 0.1266 depp_16
G900552075 10183 1 0.1267 depp_16
G900552415 10183 1 0.1267 depp_16
G900552445 10183 1 0.1267 depp_16
G900552565 10183 0 0.1266 depp_16
G900552675 10183 1 0.1267 depp_16
G900552795 10183 0 0.1266 depp_16
G900552865 10183 0 0.1266 depp_16
G900552885 10183 0 0.1266 depp_16
G900553015 10183 0 0.1266 depp_16
G900553515 10183 1 0.1267 depp_16
G900553595 10183 0 0.1266 depp_16
G900553605 10183 0 0.1266 depp_16
G900553655 10183 0 0.1266 depp_16
G900553755 10183 1 0.1267 depp_16
G900553865 10183 0 0.1266 depp_16
G900553965 10183 2 0.1268 depp_16
G900554215 10183 2 0.1268 depp_16
G900554545 10183 1 0.1267 depp_16
G900554555 10183 0 0.1266 depp_16
G900554815 10183 0 0.1266 depp_16
G900554975 10183 1 0.1267 depp_16
G900555125 10183 1 0.1267 depp_16
G900555455 10183 0 0.1266 depp_16
G900555465 10183 2 0.1268 depp_16
G900555495 10183 1 0.1267 depp_16
G900555585 10183 2 0.1268 depp_16
G900555625 10183 1 0.1267 depp_16
G900555725 10183 1 0.1267 depp_16
G900556285 10183 0 0.1266 depp_16
G900556485 10183 1 0.1267 depp_16
G900556555 10183 1 0.1267 depp_16
G900556675 10183 1 0.1267 depp_16
G900556785 10183 0 0.1266 depp_16
G900556915 10183 0 0.1266 depp_16
G900556925 10183 0 0.1266 depp_16
G900557045 10183 1 0.1267 depp_16
G900557275 10183 1 0.1267 depp_16
G900557315 10183 2 0.1268 depp_16
G900557435 10183 1 0.1267 depp_16
G900618065 10183 0 0.1266 depp_16
G902168085 10183 1 0.1267 depp_16
G902168105 10183 1 0.1267 depp_16
G902168205 10183 1 0.1267 depp_16
G902373285 10183 0 0.1266 depp_16
G902373375 10183 1 0.1267 depp_16
G902373425 10183 0 0.1266 depp_16
G902373435 10183 0 0.1266 depp_16
G902388365 10183 2 0.1268 depp_16
G902388455 10183 0 0.1266 depp_16
G902388705 10183 0 0.1266 depp_16
G902406195 10183 0 0.1266 depp_16
G902510995 10183 0 0.1266 depp_16
G902519215 10183 0 0.1266 depp_16
G902519845 10183 0 0.1266 depp_16
G902521955 10183 0 0.1266 depp_16
G902526805 10183 0 0.1266 depp_16
G902527555 10183 1 0.1267 depp_16
G902529115 10183 1 0.1267 depp_16
G902555055 10183 0 0.1266 depp_16
G902584065 10183 1 0.1267 depp_16
G902605755 10183 2 0.1268 depp_16
G902610815 10183 0 0.1266 depp_16
G902613625 10183 1 0.1267 depp_16
G902619825 10183 0 0.1266 depp_16
G902626505 10183 1 0.1267 depp_16
G000183865 10183 1 0.1267 depp_4
G000286355 10183 0 0.1266 depp_4
G000340945 10183 0 0.1266 depp_4
G000445185 10183 2 0.1268 depp_4
G000508305 10183 1 0.1267 depp_4
G000523715 10183 8 0.1274 depp_4
G000690595 10183 0 0.1266 depp_4
G000715615 10183 1 0.1267 depp_4
G000715635 10183 1 0.1267 depp_4
G000715685 10183 1 0.1267 depp_4
G000715915 10183 0 0.1266 depp_4
G000720845 10183 0 0.1266 depp_4
G000741495 10183 0 0.1266 depp_4
G000753835 10183 0 0.1266 depp_4
G001311865 10183 2 0.1268 depp_4
G001312405 10183 2 0.1268 depp_4
G001312425 10183 1 0.1267 depp_4
G001312525 10183 1 0.1267 depp_4
G001465115 10183 0 0.1266 depp_4
G001517445 10183 0 0.1266 depp_4
G001622165 10183 0 0.1266 depp_4
G001700545 10183 2 0.1268 depp_4
G001896575 10183 1 0.1267 depp_4
G001897105 10183 5 0.1271 depp_4
G001897945 10183 1 0.1267 depp_4
G001898175 10183 1 0.1267 depp_4
G001898185 10183 0 0.1266 depp_4
G001898255 10183 1 0.1267 depp_4
G001898325 10183 2 0.1268 depp_4
G001898785 10183 1 0.1267 depp_4
G001898805 10183 0 0.1266 depp_4
G001899645 10183 0 0.1266 depp_4
G001938995 10183 1 0.1267 depp_4
G001940925 10183 1 0.1267 depp_4
G002009475 10183 1 0.1267 depp_4
G002067065 10183 1 0.1267 depp_4
G002067205 10183 1 0.1267 depp_4
G002067265 10183 3 0.1269 depp_4
G002067275 10183 1 0.1267 depp_4
G002067325 10183 2 0.1268 depp_4
G002067515 10183 4 0.127 depp_4
G002067705 10183 0 0.1266 depp_4
G002102225 10183 1 0.1267 depp_4
G002159075 10183 0 0.1266 depp_4
G002162835 10183 0 0.1266 depp_4
G002167805 10183 2 0.1268 depp_4
G002189105 10183 0 0.1266 depp_4
G002257455 10183 0 0.1266 depp_4
G002279095 10183 2 0.1268 depp_4
G002293535 10183 1 0.1267 depp_4
G002296885 10183 1 0.1267 depp_4
G002297185 10183 0 0.1266 depp_4
G002299275 10183 2 0.1268 depp_4
G002299545 10183 1 0.1267 depp_4
G002299885 10183 1 0.1267 depp_4
G002305965 10183 1 0.1267 depp_4
G002306375 10183 3 0.1269 depp_4
G002307035 10183 2 0.1268 depp_4
G002307115 10183 0 0.1266 depp_4
G002307215 10183 1 0.1267 depp_4
G002308155 10183 0 0.1266 depp_4
G002308595 10183 1 0.1267 depp_4
G002309375 10183 3 0.1269 depp_4
G002310155 10183 1 0.1267 depp_4
G002314325 10183 1 0.1267 depp_4
G002315655 10183 3 0.1269 depp_4
G002316595 10183 2 0.1268 depp_4
G002320935 10183 2 0.1268 depp_4
G002331325 10183 1 0.1267 depp_4
G002333205 10183 3 0.1269 depp_4
G002336855 10183 1 0.1267 depp_4
G002351535 10183 2 0.1268 depp_4
G002353485 10183 1 0.1267 depp_4
G002354335 10183 2 0.1268 depp_4
G002358895 10183 1 0.1267 depp_4
G002362175 10183 1 0.1267 depp_4
G002363695 10183 2 0.1268 depp_4
G002365025 10183 1 0.1267 depp_4
G002365865 10183 0 0.1266 depp_4
G002367105 10183 1 0.1267 depp_4
G002368715 10183 1 0.1267 depp_4
G002368735 10183 2 0.1268 depp_4
G002370555 10183 4 0.127 depp_4
G002371375 10183 1 0.1267 depp_4
G002372175 10183 0 0.1266 depp_4
G002372235 10183 14 0.128 depp_4
G002373045 10183 1 0.1267 depp_4
G002373775 10183 0 0.1266 depp_4
G002382495 10183 1 0.1267 depp_4
G002383405 10183 1 0.1267 depp_4
G002387895 10183 0 0.1266 depp_4
G002391065 10183 4 0.127 depp_4
G002393705 10183 2 0.1268 depp_4
G002393725 10183 3 0.1269 depp_4
G002393815 10183 1 0.1267 depp_4
G002394605 10183 4 0.127 depp_4
G002395405 10183 2 0.1268 depp_4
G002397275 10183 1 0.1267 depp_4
G002399615 10183 1 0.1267 depp_4
G002399805 10183 1 0.1267 depp_4
G002402575 10183 3 0.1269 depp_4
G002407785 10183 1 0.1267 depp_4
G002407845 10183 1 0.1267 depp_4
G002409995 10183 1 0.1267 depp_4
G002410825 10183 1 0.1267 depp_4
G002414845 10183 0 0.1266 depp_4
G002417895 10183 0 0.1266 depp_4
G002418355 10183 0 0.1266 depp_4
G002419145 10183 1 0.1267 depp_4
G002419365 10183 1 0.1267 depp_4
G002420705 10183 0 0.1266 depp_4
G002421335 10183 0 0.1266 depp_4
G002423705 10183 1 0.1267 depp_4
G002427745 10183 1 0.1267 depp_4
G002427885 10183 1 0.1267 depp_4
G002428305 10183 0 0.1266 depp_4
G002432345 10183 1 0.1267 depp_4
G002434245 10183 1 0.1267 depp_4
G002434285 10183 1 0.1267 depp_4
G002437115 10183 1 0.1267 depp_4
G002437815 10183 0 0.1266 depp_4
G002438345 10183 3 0.1269 depp_4
G002439165 10183 0 0.1266 depp_4
G002439665 10183 2 0.1268 depp_4
G002439705 10183 1 0.1267 depp_4
G002440555 10183 0 0.1266 depp_4
G002448495 10183 1 0.1267 depp_4
G002449585 10183 1 0.1267 depp_4
G002449845 10183 1 0.1267 depp_4
G002449935 10183 4 0.127 depp_4
G002455205 10183 1 0.1267 depp_4
G002455655 10183 0 0.1266 depp_4
G002455915 10183 0 0.1266 depp_4
G002455975 10183 2 0.1268 depp_4
G002456035 10183 0 0.1266 depp_4
G002471185 10183 1 0.1267 depp_4
G002471195 10183 1 0.1267 depp_4
G002472835 10183 1 0.1267 depp_4
G002473265 10183 10 0.1276 depp_4
G002476975 10183 0 0.1266 depp_4
G002482385 10183 0 0.1266 depp_4
G002483315 10183 0 0.1266 depp_4
G002493395 10183 1 0.1267 depp_4
G002494895 10183 8 0.1274 depp_4
G002495065 10183 3 0.1269 depp_4
G002495845 10183 1 0.1267 depp_4
G002496065 10183 1 0.1267 depp_4
G002496475 10183 0 0.1266 depp_4
G002497345 10183 0 0.1266 depp_4
G002497485 10183 4 0.127 depp_4
G002498065 10183 0 0.1266 depp_4
G002498285 10183 1 0.1267 depp_4
G002498315 10183 0 0.1266 depp_4
G002498745 10183 0 0.1266 depp_4
G002499455 10183 1 0.1267 depp_4
G002501655 10183 1 0.1267 depp_4
G002501695 10183 3 0.1269 depp_4
G002501765 10183 0 0.1266 depp_4
G002501965 10183 2 0.1268 depp_4
G002502735 10183 0 0.1266 depp_4
G002502785 10183 0 0.1266 depp_4
G002502855 10183 1 0.1267 depp_4
G002503545 10183 1 0.1267 depp_4
G002505485 10183 1 0.1267 depp_4
G002505535 10183 1 0.1267 depp_4
G002505725 10183 1 0.1267 depp_4
G002505765 10183 0 0.1266 depp_4
G002506515 10183 0 0.1266 depp_4
G002506585 10183 0 0.1266 depp_4
G002506645 10183 3 0.1269 depp_4
G002507205 10183 0 0.1266 depp_4
G002508315 10183 1 0.1267 depp_4
G002508465 10183 1 0.1267 depp_4
G002508495 10183 1 0.1267 depp_4
G002508545 10183 1 0.1267 depp_4
G002508635 10183 0 0.1266 depp_4
G002509345 10183 1 0.1267 depp_4
G002509485 10183 2 0.1268 depp_4
G002551355 10183 0 0.1266 depp_4
G002631855 10183 1 0.1267 depp_4
G002684355 10183 1 0.1267 depp_4
G002702685 10183 1 0.1267 depp_4
G002705185 10183 1 0.1267 depp_4
G002712845 10183 1 0.1267 depp_4
G002720745 10183 1 0.1267 depp_4
G002763895 10183 1 0.1267 depp_4
G002784125 10183 0 0.1266 depp_4
G002786355 10183 1 0.1267 depp_4
G002855745 10183 1 0.1267 depp_4
G002902575 10183 2 0.1268 depp_4
G002973635 10183 1 0.1267 depp_4
G003050565 10183 0 0.1266 depp_4
G003086555 10183 0 0.1266 depp_4
G003136075 10183 1 0.1267 depp_4
G003141335 10183 1 0.1267 depp_4
G003161815 10183 1 0.1267 depp_4
G003241175 10183 3 0.1269 depp_4
G003243515 10183 0 0.1266 depp_4
G003248755 10183 1 0.1267 depp_4
G003250325 10183 1 0.1267 depp_4
G003251955 10183 0 0.1266 depp_4
G003266065 10183 1 0.1267 depp_4
G003266105 10183 0 0.1266 depp_4
G003266145 10183 0 0.1266 depp_4
G003315655 10183 0 0.1266 depp_4
G003315675 10183 0 0.1266 depp_4
G003388715 10183 0 0.1266 depp_4
G003446315 10183 1 0.1267 depp_4
G003488415 10183 16 0.1282 depp_4
G003491305 10183 3 0.1269 depp_4
G003513495 10183 4 0.127 depp_4
G003513765 10183 0 0.1266 depp_4
G003514505 10183 3 0.1269 depp_4
G003521145 10183 1 0.1267 depp_4
G003523705 10183 7 0.1273 depp_4
G003525665 10183 0 0.1266 depp_4
G003526525 10183 0 0.1266 depp_4
G003526945 10183 2 0.1268 depp_4
G003535195 10183 2 0.1268 depp_4
G003535875 10183 1 0.1267 depp_4
G003539755 10183 1 0.1267 depp_4
G003551945 10183 0 0.1266 depp_4
G003569145 10183 3 0.1269 depp_4
G003605065 10183 3 0.1269 depp_4
G003639005 10183 2 0.1268 depp_4
G003712105 10183 1 0.1267 depp_4
G003712165 10183 0 0.1266 depp_4
G003857025 10183 0 0.1266 depp_4
G003864475 10183 6 0.1272 depp_4
G004000035 10183 2 0.1268 depp_4
G004143605 10183 3 0.1269 depp_4
G004193205 10183 0 0.1266 depp_4
G004210715 10183 2 0.1268 depp_4
G004295885 10183 1 0.1267 depp_4
G004298145 10183 0 0.1266 depp_4
G004554205 10183 0 0.1266 depp_4
G004554955 10183 0 0.1266 depp_4
G004556255 10183 0 0.1266 depp_4
G004556875 10183 1 0.1267 depp_4
G004558485 10183 2 0.1268 depp_4
G004569275 10183 2 0.1268 depp_4
G005524015 10183 0 0.1266 depp_4
G005792865 10183 19 0.1284 depp_4
G005843805 10183 2 0.1268 depp_4
G006352045 10183 11 0.1277 depp_4
G006383075 10183 2 0.1268 depp_4
G007116535 10183 2 0.1268 depp_4
G007117355 10183 1 0.1267 depp_4
G007119345 10183 4 0.127 depp_4
G007121575 10183 1 0.1267 depp_4
G007127385 10183 0 0.1266 depp_4
G007280515 10183 1 0.1267 depp_4
G007692455 10183 1 0.1267 depp_4
G007692495 10183 2 0.1268 depp_4
G007692565 10183 0 0.1266 depp_4
G007692705 10183 1 0.1267 depp_4
G007693335 10183 1 0.1267 depp_4
G008123405 10183 1 0.1267 depp_4
G008501705 10183 2 0.1268 depp_4
G008671995 10183 0 0.1266 depp_4
G008709555 10183 1 0.1267 depp_4
G009377475 10183 0 0.1266 depp_4
G009379765 10183 11 0.1277 depp_4
G009379865 10183 0 0.1266 depp_4
G009663185 10183 0 0.1266 depp_4
G009691145 10183 1 0.1267 depp_4
G009738435 10183 0 0.1266 depp_4
G009774895 10183 1 0.1267 depp_4
G009775605 10183 2 0.1268 depp_4
G009776495 10183 0 0.1266 depp_4
G009777005 10183 0 0.1266 depp_4
G009780245 10183 1 0.1267 depp_4
G009781075 10183 2 0.1268 depp_4
G009784005 10183 0 0.1266 depp_4
G009784145 10183 1 0.1267 depp_4
G009903905 10183 0 0.1266 depp_4
G009904025 10183 0 0.1266 depp_4
G009936195 10183 1 0.1267 depp_4
G010365115 10183 1 0.1267 depp_4
G010912745 10183 0 0.1266 depp_4
G011048475 10183 1 0.1267 depp_4
G011056635 10183 1 0.1267 depp_4
G011174705 10183 5 0.1271 depp_4
G011390805 10183 0 0.1266 depp_4
G011390885 10183 2 0.1268 depp_4
G011390935 10183 0 0.1266 depp_4
G011391755 10183 0 0.1266 depp_4
G011524525 10183 2 0.1268 depp_4
G011524565 10183 0 0.1266 depp_4
G011620585 10183 0 0.1266 depp_4
G011620665 10183 2 0.1268 depp_4
G011620695 10183 11 0.1277 depp_4
G011620785 10183 0 0.1266 depp_4
G012026795 10183 0 0.1266 depp_4
G012026835 10183 1 0.1267 depp_4
G012026935 10183 2 0.1268 depp_4
G012269805 10183 1 0.1267 depp_4
G012511175 10183 1 0.1267 depp_4
G012512495 10183 1 0.1267 depp_4
G012515855 10183 3 0.1269 depp_4
G012517405 10183 5 0.1271 depp_4
G012518255 10183 0 0.1266 depp_4
G012518815 10183 0 0.1266 depp_4
G012520595 10183 1 0.1267 depp_4
G012521175 10183 0 0.1266 depp_4
G012521395 10183 0 0.1266 depp_4
G012522315 10183 1 0.1267 depp_4
G012523595 10183 4 0.127 depp_4
G012524135 10183 1 0.1267 depp_4
G012718885 10183 0 0.1266 depp_4
G012719175 10183 1 0.1267 depp_4
G012727825 10183 2 0.1268 depp_4
G012728895 10183 2 0.1268 depp_4
G012729135 10183 2 0.1268 depp_4
G012735355 10183 1 0.1267 depp_4
G012799495 10183 1 0.1267 depp_4
G012837155 10183 2 0.1268 depp_4
G012838205 10183 1 0.1267 depp_4
G012838755 10183 2 0.1268 depp_4
G012838985 10183 0 0.1266 depp_4
G012839395 10183 3 0.1269 depp_4
G012840175 10183 0 0.1266 depp_4
G012840975 10183 0 0.1266 depp_4
G012842745 10183 1 0.1267 depp_4
G012955525 10183 1 0.1267 depp_4
G012961725 10183 3 0.1269 depp_4
G012964435 10183 0 0.1266 depp_4
G013002175 10183 0 0.1266 depp_4
G013041805 10183 0 0.1266 depp_4
G013042925 10183 0 0.1266 depp_4
G013330315 10183 0 0.1266 depp_4
G013331015 10183 3 0.1269 depp_4
G013331265 10183 0 0.1266 depp_4
G013331275 10183 2 0.1268 depp_4
G900016675 10183 0 0.1266 depp_4
G900066445 10183 1 0.1267 depp_4
G900066505 10183 1 0.1267 depp_4
G900066695 10183 0 0.1266 depp_4
G900066755 10183 1 0.1267 depp_4
G900066835 10183 0 0.1266 depp_4
G900066925 10183 1 0.1267 depp_4
G900078385 10183 2 0.1268 depp_4
G900079725 10183 0 0.1266 depp_4
G900170005 10183 0 0.1266 depp_4
G900538365 10183 0 0.1266 depp_4
G900538385 10183 0 0.1266 depp_4
G900538475 10183 0 0.1266 depp_4
G900538805 10183 0 0.1266 depp_4
G900538925 10183 0 0.1266 depp_4
G900539295 10183 0 0.1266 depp_4
G900539315 10183 0 0.1266 depp_4
G900539325 10183 1 0.1267 depp_4
G900539375 10183 1 0.1267 depp_4
G900539525 10183 2 0.1268 depp_4
G900539705 10183 0 0.1266 depp_4
G900539755 10183 1 0.1267 depp_4
G900539835 10183 0 0.1266 depp_4
G900539945 10183 0 0.1266 depp_4
G900540005 10183 1 0.1267 depp_4
G900540375 10183 1 0.1267 depp_4
G900540455 10183 0 0.1266 depp_4
G900540665 10183 1 0.1267 depp_4
G900540685 10183 1 0.1267 depp_4
G900540735 10183 2 0.1268 depp_4
G900541275 10183 0 0.1266 depp_4
G900541415 10183 1 0.1267 depp_4
G900541585 10183 0 0.1266 depp_4
G900541775 10183 4 0.127 depp_4
G900541895 10183 0 0.1266 depp_4
G900541915 10183 0 0.1266 depp_4
G900542505 10183 0 0.1266 depp_4
G900542525 10183 0 0.1266 depp_4
G900542795 10183 1 0.1267 depp_4
G900542835 10183 1 0.1267 depp_4
G900542875 10183 1 0.1267 depp_4
G900543155 10183 2 0.1268 depp_4
G900543315 10183 1 0.1267 depp_4
G900543365 10183 2 0.1268 depp_4
G900543425 10183 0 0.1266 depp_4
G900543445 10183 3 0.1269 depp_4
G900543485 10183 1 0.1267 depp_4
G900543715 10183 2 0.1268 depp_4
G900544025 10183 1 0.1267 depp_4
G900544075 10183 1 0.1267 depp_4
G900544175 10183 0 0.1266 depp_4
G900544195 10183 1 0.1267 depp_4
G900544275 10183 0 0.1266 depp_4
G900544285 10183 0 0.1266 depp_4
G900544365 10183 0 0.1266 depp_4
G900544475 10183 0 0.1266 depp_4
G900544795 10183 0 0.1266 depp_4
G900544885 10183 0 0.1266 depp_4
G900544955 10183 0 0.1266 depp_4
G900545025 10183 0 0.1266 depp_4
G900545315 10183 1 0.1267 depp_4
G900545365 10183 1 0.1267 depp_4
G900545535 10183 0 0.1266 depp_4
G900545725 10183 1 0.1267 depp_4
G900545775 10183 1 0.1267 depp_4
G900546005 10183 1 0.1267 depp_4
G900546095 10183 1 0.1267 depp_4
G900546355 10183 0 0.1266 depp_4
G900546435 10183 1 0.1267 depp_4
G900546665 10183 1 0.1267 depp_4
G900546675 10183 0 0.1266 depp_4
G900547815 10183 0 0.1266 depp_4
G900548215 10183 2 0.1268 depp_4
G900548315 10183 0 0.1266 depp_4
G900548345 10183 1 0.1267 depp_4
G900548415 10183 0 0.1266 depp_4
G900548535 10183 2 0.1268 depp_4
G900548585 10183 5 0.1271 depp_4
G900548635 10183 1 0.1267 depp_4
G900548825 10183 1 0.1267 depp_4
G900549585 10183 0 0.1266 depp_4
G900549875 10183 0 0.1266 depp_4
G900549895 10183 4 0.127 depp_4
G900550175 10183 0 0.1266 depp_4
G900550345 10183 0 0.1266 depp_4
G900550455 10183 1 0.1267 depp_4
G900550635 10183 2 0.1268 depp_4
G900550755 10183 0 0.1266 depp_4
G900550815 10183 1 0.1267 depp_4
G900550865 10183 0 0.1266 depp_4
G900551055 10183 1 0.1267 depp_4
G900551225 10183 1 0.1267 depp_4
G900551435 10183 1 0.1267 depp_4
G900551465 10183 3 0.1269 depp_4
G900551665 10183 1 0.1267 depp_4
G900551745 10183 0 0.1266 depp_4
G900551755 10183 1 0.1267 depp_4
G900552005 10183 2 0.1268 depp_4
G900552075 10183 2 0.1268 depp_4
G900552415 10183 5 0.1271 depp_4
G900552445 10183 0 0.1266 depp_4
G900552565 10183 0 0.1266 depp_4
G900552675 10183 1 0.1267 depp_4
G900552795 10183 1 0.1267 depp_4
G900552865 10183 0 0.1266 depp_4
G900552885 10183 0 0.1266 depp_4
G900553015 10183 0 0.1266 depp_4
G900553515 10183 1 0.1267 depp_4
G900553595 10183 1 0.1267 depp_4
G900553605 10183 0 0.1266 depp_4
G900553655 10183 1 0.1267 depp_4
G900553755 10183 0 0.1266 depp_4
G900553865 10183 0 0.1266 depp_4
G900553965 10183 3 0.1269 depp_4
G900554215 10183 2 0.1268 depp_4
G900554545 10183 6 0.1272 depp_4
G900554555 10183 2 0.1268 depp_4
G900554815 10183 0 0.1266 depp_4
G900554975 10183 1 0.1267 depp_4
G900555125 10183 1 0.1267 depp_4
G900555455 10183 0 0.1266 depp_4
G900555465 10183 3 0.1269 depp_4
G900555495 10183 2 0.1268 depp_4
G900555585 10183 4 0.127 depp_4
G900555625 10183 2 0.1268 depp_4
G900555725 10183 3 0.1269 depp_4
G900556285 10183 0 0.1266 depp_4
G900556485 10183 16 0.1282 depp_4
G900556555 10183 4 0.127 depp_4
G900556675 10183 3 0.1269 depp_4
G900556785 10183 5 0.1271 depp_4
G900556915 10183 2 0.1268 depp_4
G900556925 10183 0 0.1266 depp_4
G900557045 10183 0 0.1266 depp_4
G900557275 10183 1 0.1267 depp_4
G900557315 10183 3 0.1269 depp_4
G900557435 10183 2 0.1268 depp_4
G900618065 10183 0 0.1266 depp_4
G902168085 10183 1 0.1267 depp_4
G902168105 10183 1 0.1267 depp_4
G902168205 10183 1 0.1267 depp_4
G902373285 10183 1 0.1267 depp_4
G902373375 10183 1 0.1267 depp_4
G902373425 10183 0 0.1266 depp_4
G902373435 10183 0 0.1266 depp_4
G902388365 10183 3 0.1269 depp_4
G902388455 10183 2 0.1268 depp_4
G902388705 10183 1 0.1267 depp_4
G902406195 10183 0 0.1266 depp_4
G902510995 10183 0 0.1266 depp_4
G902519215 10183 0 0.1266 depp_4
G902519845 10183 0 0.1266 depp_4
G902521955 10183 0 0.1266 depp_4
G902526805 10183 1 0.1267 depp_4
G902527555 10183 1 0.1267 depp_4
G902529115 10183 1 0.1267 depp_4
G902555055 10183 0 0.1266 depp_4
G902584065 10183 1 0.1267 depp_4
G902605755 10183 1 0.1267 depp_4
G902610815 10183 0 0.1266 depp_4
G902613625 10183 1 0.1267 depp_4
G902619825 10183 0 0.1266 depp_4
G902626505 10183 1 0.1267 depp_4
G000183865 10183 1 0.1267 depp_1
G000286355 10183 5 0.1271 depp_1
G000340945 10183 2 0.1268 depp_1
G000445185 10183 0 0.1266 depp_1
G000508305 10183 3 0.1269 depp_1
G000523715 10183 5 0.1271 depp_1
G000690595 10183 0 0.1266 depp_1
G000715615 10183 0 0.1266 depp_1
G000715635 10183 1 0.1267 depp_1
G000715685 10183 2 0.1268 depp_1
G000715915 10183 0 0.1266 depp_1
G000720845 10183 0 0.1266 depp_1
G000741495 10183 0 0.1266 depp_1
G000753835 10183 0 0.1266 depp_1
G001311865 10183 2 0.1268 depp_1
G001312405 10183 1 0.1267 depp_1
G001312425 10183 1 0.1267 depp_1
G001312525 10183 19 0.1284 depp_1
G001465115 10183 0 0.1266 depp_1
G001517445 10183 0 0.1266 depp_1
G001622165 10183 0 0.1266 depp_1
G001700545 10183 14 0.128 depp_1
G001896575 10183 1 0.1267 depp_1
G001897105 10183 2 0.1268 depp_1
G001897945 10183 0 0.1266 depp_1
G001898175 10183 0 0.1266 depp_1
G001898185 10183 0 0.1266 depp_1
G001898255 10183 1 0.1267 depp_1
G001898325 10183 1 0.1267 depp_1
G001898785 10183 1 0.1267 depp_1
G001898805 10183 3 0.1269 depp_1
G001899645 10183 1 0.1267 depp_1
G001938995 10183 1 0.1267 depp_1
G001940925 10183 1 0.1267 depp_1
G002009475 10183 1 0.1267 depp_1
G002067065 10183 1 0.1267 depp_1
G002067205 10183 2 0.1268 depp_1
G002067265 10183 18 0.1284 depp_1
G002067275 10183 1 0.1267 depp_1
G002067325 10183 1 0.1267 depp_1
G002067515 10183 6 0.1272 depp_1
G002067705 10183 0 0.1266 depp_1
G002102225 10183 0 0.1266 depp_1
G002159075 10183 1 0.1267 depp_1
G002162835 10183 0 0.1266 depp_1
G002167805 10183 2 0.1268 depp_1
G002189105 10183 0 0.1266 depp_1
G002257455 10183 0 0.1266 depp_1
G002279095 10183 0 0.1266 depp_1
G002293535 10183 1 0.1267 depp_1
G002296885 10183 1 0.1267 depp_1
G002297185 10183 0 0.1266 depp_1
